Tên sản phẩm,Loại sản phẩm,Mã SKU,LC_CN1_Tồn kho ban đầu,LC_CN1_Giá vốn khởi tạo,PL_Giá bán lẻ,PL_Giá nhập
Cà phê phin giấy Hạnh Phúc,"Đồ Ăn, Thức Uống",CPC/CF/HP/F,7,0,140.000,104.000
Cà phê túi lọc Hạnh Phúc,"Đồ Ăn, Thức Uống",CPC/CF/HP/L,7,0,100.000,74.000
Trà phê túi lọc Cộng (2gr x20),"Đồ Ăn, Thức Uống",CPC/TP/L,7,0,80.000,59.000
Trà nhài túi lọc 2x20,"Đồ Ăn, Thức Uống",CPC/TN/L,7,0,100.000,74.000
Trà sen Star Kitchen,"Đồ Ăn, Thức Uống",8938532872562,7,0,110.000,81.000
Nón Huế thêu hoa phi 40,"Nón, Nón treo",NHTH/40,7,0,100.000,74.000
Nón Huế trơn phi 40,"Nón, Nón treo",NHT/40,7,0,80.000,59.000
Hộp trang sức SM HCN KT 12x20,Hàng Sơn Mài,SM/HTS/12x20,7,0,400.000,296.000
Socola đen Bà Rịa 76% Marou 24g,"Đồ Ăn, Thức Uống",8938505214146,6,0,75.000,56.000
Chén và đĩa thủy tinh của BAPT,"Giá Kệ, Công cụ, Dụng Cụ",CDTT/17.1,6,0,50.000,37.000
Gấu len chân ngắn đeo cờ Việt Nam,Len,LEN/GCNDCVN,6,0,200.000,148.000
Túi mề gà thêu12x20,"Túi xách, Làn, Ví",CLY/TMG1220,6,0,70.000,52.000
Túi mề gà thêu 14x24,"Túi xách, Làn, Ví",CLY/TMG1424,6,0,80.000,59.000
Thìa Sup gỗ 22.5cm,"Đồ Ăn, Thức Uống",GO/SUP22.5,6,0,30.000,22.000
Kẹo Hải Hà cứng nhân cam gói 80g,"Đồ Ăn, Thức Uống",8936007390610,6,0,10.000,7.000
Bát mắm trâu sen,Hàng Gốm Sứ,TS/BMM,6,0,30.000,22.000
Cà phê Robusta Honey gói 500g,"Đồ Ăn, Thức Uống",CP/RH/500G,6,0,300.000,222.000
Phin cà phê màu cam phi 7,Phin CF,PCP/CAM/7,6,0,120.000,89.000
